ID,probability
TEST_00114,0.2223904879450077
TEST_00115,0.4874764940934904
TEST_00116,0.06559981215501812
TEST_00117,0.5609560292252374
TEST_00118,0.40552687834574286
TEST_00119,0.17770439316657174
TEST_00120,0.06213818772916668
TEST_00121,0.06203115819371899
TEST_00122,0.40424466110995244
TEST_00123,0.64154765630022
TEST_00124,0.5151592988691941
TEST_00125,0.3806101546400941
TEST_00126,0.06587407503410697
TEST_00127,0.0960738761106903
TEST_00128,0.29837814169213384
TEST_00129,0.5008494607623288
TEST_00130,0.2464385748621667
TEST_00131,0.4918730573939817
TEST_00132,0.06204977615024855
TEST_00133,0.3115582671980678
TEST_00134,0.468107112456823
TEST_00135,0.06255367841477018
TEST_00136,0.19432398647367782
TEST_00137,0.20689514383861024
TEST_00138,0.09792932931317223
TEST_00139,0.2750481389632041
TEST_00140,0.06977903729868866
TEST_00141,0.06202938849326271
TEST_00142,0.3504124253601321
TEST_00143,0.06348528380931756
TEST_00144,0.14450904460924274
TEST_00145,0.3710687238470969
TEST_00146,0.19225284264359238
TEST_00147,0.24648976037980388
TEST_00148,0.23648084193133911
TEST_00149,0.586895371755087
TEST_00150,0.062119251173460885
TEST_00151,0.06203923039886852
TEST_00152,0.4840427880661064
TEST_00153,0.34787766561309874
TEST_00154,0.07244145867833533
TEST_00155,0.24186531031617114
TEST_00156,0.4593307864887345
TEST_00157,0.44477185148173143
TEST_00158,0.5045726920328204
TEST_00159,0.40988025497600084
TEST_00160,0.4833046441187856
TEST_00161,0.605034697821902
TEST_00162,0.4107816288254857
TEST_00163,0.06423916236870571
TEST_00164,0.6808992252510031
TEST_00165,0.2330795139171379
TEST_00166,0.44988651259453527
TEST_00167,0.227175837603293
TEST_00168,0.4747474010836165
TEST_00169,0.2077055335962708
TEST_00170,0.2110602320507357
TEST_00171,0.24504135015909784
TEST_00172,0.2997114794683588
TEST_00173,0.2970741513763227
TEST_00174,0.15998509209207928
TEST_00175,0.3007376231598962
TEST_00176,0.5236842800278596
TEST_00177,0.20453669939520078
TEST_00178,0.4311417119268739
TEST_00179,0.42405638050171235
TEST_00180,0.4044244202061162
TEST_00181,0.5475792335655827
TEST_00182,0.18043605418473266
TEST_00183,0.7349669317566182
TEST_00184,0.13861561658757005
TEST_00185,0.21962217428850847
TEST_00186,0.40962501341089924
TEST_00187,0.276207087503704
TEST_00188,0.42288963155886605
TEST_00189,0.33994254842106725
TEST_00190,0.5701602958189743
TEST_00191,0.22812278580322268
TEST_00192,0.32834682800384307
TEST_00193,0.09870455578519946
TEST_00194,0.7511749123336415
TEST_00195,0.43980282278882715
TEST_00196,0.5518033664592006
TEST_00197,0.29705731546629877
TEST_00198,0.2848102216425109
TEST_00199,0.3577801331266741
TEST_00200,0.5016175696468093
TEST_00201,0.5531407534068266
TEST_00202,0.3165620595641164
TEST_00203,0.3404197651396162
TEST_00204,0.06668531817350916
TEST_00205,0.1239936229203724
TEST_00206,0.06183641794149665
TEST_00207,0.3957143818337332
TEST_00208,0.24718494952221476
TEST_00209,0.2926072430337633
TEST_00210,0.5524128263536455
TEST_00211,0.15337488516756548
TEST_00212,0.16129225545458112
TEST_00213,0.16942605125018412
TEST_00214,0.42167186051827993
TEST_00215,0.2929690143715259
TEST_00216,0.4906973377682085
TEST_00217,0.272660633388625
TEST_00218,0.6660314661065762
TEST_00219,0.2116139843201768
TEST_00220,0.742519795975056
TEST_00221,0.4958052936187871
TEST_00222,0.12604695201061442
TEST_00223,0.3041913062831251
TEST_00224,0.1338501873400044
TEST_00225,0.3714026519418657
TEST_00226,0.2169619374266652
TEST_00227,0.36726510814290353
TEST_00228,0.06216806757572277
TEST_00229,0.3694643954383371
TEST_00230,0.36741120023608137
TEST_00231,0.46576917332736284
TEST_00232,0.3001781135160039
TEST_00233,0.374636006593091
TEST_00234,0.47246851781951144
TEST_00235,0.5794526782745547
TEST_00236,0.3965407297069291
TEST_00237,0.062486134295584965
TEST_00238,0.06177013780537365
TEST_00239,0.5182005357482121
TEST_00240,0.3524076896385897
TEST_00241,0.4915991437264515
TEST_00242,0.39234450792775755
TEST_00243,0.1706114735032175
TEST_00244,0.06244506103654017
TEST_00245,0.6647272372914607
TEST_00246,0.45492181020593725
TEST_00247,0.1393888111026729
TEST_00248,0.4473349921411635
TEST_00249,0.5890390448136997
TEST_00250,0.24507395306141624
TEST_00251,0.06218980115403878
TEST_00252,0.50835935439805
TEST_00253,0.06825464192726333
TEST_00254,0.46376391947011864
TEST_00255,0.6740978876603995
TEST_00256,0.36942315815691756
TEST_00257,0.4226655923649815
TEST_00258,0.5144904158356856
TEST_00259,0.6520123786489365
TEST_00260,0.06386748094989847
TEST_00261,0.06285835020463248
TEST_00262,0.07165392755821856
TEST_00263,0.656043556009615
TEST_00264,0.20743951870096705
TEST_00265,0.3962698144830645
TEST_00266,0.19433453507439027
TEST_00267,0.06383094072390123
TEST_00268,0.2474927888994785
TEST_00269,0.4267912519711883
TEST_00270,0.18038171074682352
TEST_00271,0.06207679351819427
TEST_00272,0.27299813833299247
TEST_00273,0.29946483961140874
TEST_00274,0.3047409472857718
TEST_00275,0.09552543855860682
TEST_00276,0.06246949421029993
TEST_00277,0.27441728502040486
TEST_00278,0.43688540428094313
TEST_00279,0.7235450276508678
TEST_00280,0.06214759878455257
TEST_00281,0.15134327305788822
TEST_00282,0.06819434981125376
TEST_00283,0.07187962566258714
TEST_00284,0.5068468237037302
TEST_00285,0.2975405000360374
TEST_00286,0.08991524879557328
TEST_00287,0.6358275354232702
TEST_00288,0.06269643039576973
TEST_00289,0.4798047656497149
TEST_00290,0.1758646463081142
TEST_00291,0.3258735287684821
TEST_00292,0.5967819863002145
TEST_00293,0.06289050815128432
TEST_00294,0.5308456576154104
TEST_00295,0.4077619468098467
TEST_00296,0.07714670285223749
TEST_00297,0.061828037460119264
TEST_00298,0.6483713768740407
TEST_00299,0.4304532546486622
TEST_00300,0.17011424087093666
TEST_00301,0.547700139245864
TEST_00302,0.32474435434516813
TEST_00303,0.4824085081741257
TEST_00304,0.7075267094135076
TEST_00305,0.5697763664478185
TEST_00306,0.23769590522309575
TEST_00307,0.6348852213296455
TEST_00308,0.5747576608623188
TEST_00309,0.6130938748403961
TEST_00310,0.515560756043646
TEST_00311,0.5759254215478453
TEST_00312,0.15432373871488947
TEST_00313,0.17807499433550283
TEST_00314,0.5944356496363368
TEST_00315,0.36198775572936054
TEST_00316,0.08704158793878215
TEST_00317,0.14152915052627713
TEST_00318,0.062313035151872274
TEST_00319,0.06297249822303458
TEST_00320,0.5432270043012131
TEST_00321,0.25265517876000265
TEST_00322,0.22394829095690083
TEST_00323,0.2380460689601937
TEST_00324,0.3776876131521515
TEST_00325,0.06277479974591504
TEST_00326,0.35717347997443083
TEST_00327,0.36803311566655317
TEST_00328,0.14581267521291977
TEST_00329,0.41106876981775986
TEST_00330,0.4490047040836881
TEST_00331,0.06212285963543187
TEST_00332,0.5627115592995756
TEST_00333,0.45846832858710473
TEST_00334,0.6083492069032955
TEST_00335,0.3943170125731073
TEST_00336,0.06406258399257339
TEST_00337,0.23091599699418944
TEST_00338,0.30651177254537254
TEST_00339,0.36431912273032985
TEST_00340,0.41905708240944
TEST_00341,0.32627995202196597
TEST_00342,0.16447631587181327
TEST_00343,0.08326347023406054
TEST_00344,0.22692761512373225
TEST_00345,0.07721872050772947
TEST_00346,0.3623293229252884
TEST_00347,0.28299753884615875
TEST_00348,0.4954425152417712
TEST_00349,0.35985910552223027
TEST_00350,0.2864909373684188
TEST_00351,0.4565854172362236
TEST_00352,0.06670600419621009
TEST_00353,0.06366066843549621
TEST_00354,0.25500297490391927
TEST_00355,0.5497299368877294
TEST_00356,0.1788213133593334
TEST_00357,0.06199960510441989
TEST_00358,0.06383723345933881
TEST_00359,0.6043699201893683
TEST_00360,0.44935653352877153
TEST_00361,0.23628368540391603
TEST_00362,0.4374665649375577
TEST_00363,0.06459320048120458
TEST_00364,0.3768588115804448
TEST_00365,0.2697474843336324
TEST_00366,0.38103257729359924
TEST_00367,0.21704448446706345
TEST_00368,0.33646399551691913
TEST_00369,0.09965007138366565
TEST_00370,0.06989161535168102
TEST_00371,0.12587693200468833
TEST_00372,0.31140973255935517
TEST_00373,0.5888627376553592
TEST_00374,0.4694689720052341
TEST_00375,0.06237907400105516
TEST_00376,0.062103498691455705
TEST_00377,0.2934368726231134
TEST_00378,0.38917435055714555
TEST_00379,0.1756743462994559
TEST_00380,0.062111804085709536
TEST_00381,0.5941236440006273
TEST_00382,0.6077036560789109
TEST_00383,0.11212001449668577
TEST_00384,0.5011322091611664
TEST_00385,0.20256863102145564
TEST_00386,0.6469057389581646
TEST_00387,0.29390990214292856
TEST_00388,0.3000279025340478
TEST_00389,0.33325497327189907
TEST_00390,0.6017858034586614
TEST_00391,0.6249022433289968
TEST_00392,0.3814890028394266
TEST_00393,0.3943958352173783
TEST_00394,0.12107107645484672
TEST_00395,0.6414726157539162
TEST_00396,0.4484446414164571
TEST_00397,0.06223033453762685
TEST_00398,0.1772496509592865
TEST_00399,0.06344604753211348
TEST_00400,0.4069836216764057
TEST_00401,0.06205317141322757
TEST_00402,0.12215192572630702
TEST_00403,0.07169847125676039
TEST_00404,0.5437544618933533
TEST_00405,0.6070150379171948
TEST_00406,0.11264878646913462
TEST_00407,0.3410983100276061
TEST_00408,0.34901741487345156
TEST_00409,0.1228967332255559
TEST_00410,0.09233414830434307
TEST_00411,0.20748424634996668
TEST_00412,0.14704850469095473
TEST_00413,0.5965325389567249
TEST_00414,0.3995919660994968
TEST_00415,0.2968059435534116
TEST_00416,0.6418021021936293
TEST_00417,0.6204877683176836
TEST_00418,0.5951847747249285
TEST_00419,0.12455925559822678
TEST_00420,0.12228598116229047
TEST_00421,0.4633562211884072
TEST_00422,0.6344573999588546
TEST_00423,0.06316481668904804
TEST_00424,0.2467044471334144
TEST_00425,0.18738364007384423
TEST_00426,0.33221400569310156
TEST_00427,0.4827874724368281
TEST_00428,0.2961721073068532
TEST_00429,0.2112755702595532
TEST_00430,0.5285084750324273
TEST_00431,0.508730907071307
TEST_00432,0.3041738481639981
TEST_00433,0.06609090913897468
TEST_00434,0.551744229803387
TEST_00435,0.3848268282395802
TEST_00436,0.06346741558325032
TEST_00437,0.25592055735749036
TEST_00438,0.06754022443723118
TEST_00439,0.06509169627558291
TEST_00440,0.576623182880708
TEST_00441,0.6421829575079108
TEST_00442,0.4839953284015985
TEST_00443,0.4691396787557099
TEST_00444,0.062406392992942226
TEST_00445,0.3374711764183974
TEST_00446,0.10961197860672667
TEST_00447,0.5727161899106291
TEST_00448,0.46398234800588756
TEST_00449,0.07615446278007268
TEST_00450,0.5247177276744807
TEST_00451,0.061888462440411074
TEST_00452,0.41581316905286597
TEST_00453,0.6456546112725585
TEST_00454,0.3455955596448414
TEST_00455,0.25712355302130485
TEST_00456,0.06447115433417103
TEST_00457,0.46476314457450557
TEST_00458,0.11035758999483555
TEST_00459,0.3629526462935588
TEST_00460,0.06624183395405765
TEST_00461,0.5658000251729514
TEST_00462,0.3416186678589639
TEST_00463,0.19132557203026573
TEST_00464,0.366241788580611
TEST_00465,0.33672493010352417
TEST_00466,0.2940783745479217
TEST_00467,0.4301347184534234
TEST_00468,0.6460737730969421
TEST_00469,0.06304730465755642
TEST_00470,0.37751488356653456
TEST_00471,0.5582231013124764
TEST_00472,0.6256893019524364
TEST_00473,0.3467990997912139
TEST_00474,0.6785381436753629
TEST_00475,0.3638150507401018
TEST_00476,0.0622502246898322
TEST_00477,0.5295784321314183
TEST_00478,0.2633171284658544
TEST_00479,0.239335231874315
TEST_00480,0.5444751701436
TEST_00481,0.17633711922847745
TEST_00482,0.33329425612061975
TEST_00483,0.36734779167858117
TEST_00484,0.15895195074757498
TEST_00485,0.36607379457367056
TEST_00486,0.36931309414812363
TEST_00487,0.5360200253752971
TEST_00488,0.26017934415118016
TEST_00489,0.4177268230865656
TEST_00490,0.3560161398519894
TEST_00491,0.5730166275924058
TEST_00492,0.2296571005505894
TEST_00493,0.3356435930149515
TEST_00494,0.06443513799410681
TEST_00495,0.580933862216052
TEST_00496,0.3353951945286516
TEST_00497,0.49530717920388456
TEST_00498,0.31646939744008384
TEST_00499,0.6566228648033885
TEST_00500,0.062445364995769886
TEST_00501,0.06852081566612507
TEST_00502,0.09235682279075967
TEST_00503,0.4458889284159862
TEST_00504,0.06417196323453987
TEST_00505,0.660474164784444
TEST_00506,0.062372050907616126
TEST_00507,0.27985608125012396
TEST_00508,0.5585130166006811
TEST_00509,0.1986891401730782
TEST_00510,0.2896899330417676
TEST_00511,0.07299622413100283
TEST_00512,0.07789200340757459
TEST_00513,0.07395353134539154
TEST_00514,0.6297732187436742
TEST_00515,0.35508556965294175
TEST_00516,0.5717772467534148
TEST_00517,0.33938203074418066
TEST_00518,0.2926803551510708
TEST_00519,0.4416180575129833
TEST_00520,0.06349742999933647
TEST_00521,0.12535412002975976
TEST_00522,0.0626252197046812
TEST_00523,0.3046946583304441
TEST_00524,0.3788509166136755
TEST_00525,0.12838709381651922
TEST_00526,0.17405841600273714
TEST_00527,0.06393223082231178
TEST_00528,0.2745160847526309
TEST_00529,0.43115116461515884
TEST_00530,0.4865531552548223
TEST_00531,0.5361084149332483
TEST_00532,0.6113522063265701
TEST_00533,0.062165091392860236
TEST_00534,0.24651685342219004
TEST_00535,0.15670748870768098
TEST_00536,0.6063879254240105
TEST_00537,0.06248568469207587
TEST_00538,0.0621745865430875
TEST_00539,0.07959289718635745
TEST_00540,0.44051714161342886
TEST_00541,0.3237003293215629
TEST_00542,0.06346810799755447
TEST_00543,0.3970679536759487
TEST_00544,0.32518691833137436
TEST_00545,0.42464339469010165
TEST_00546,0.3859260842419577
TEST_00547,0.06275557411261154
TEST_00548,0.5954772823346527
TEST_00549,0.3505245343088923
TEST_00550,0.4008026725533607
TEST_00551,0.35864310894118245
TEST_00552,0.2835121706162823
TEST_00553,0.1285932976882691
TEST_00554,0.21132176778431203
TEST_00555,0.3844000414890343
TEST_00556,0.20433788944726056
TEST_00557,0.412667677842872
TEST_00558,0.5857309820598328
TEST_00559,0.06779369076833329
TEST_00560,0.23498248469263155
TEST_00561,0.10291499628212884
TEST_00562,0.7260413440013842
TEST_00563,0.06928372384608668
TEST_00564,0.37680623912872474
TEST_00565,0.23374604095863188
TEST_00566,0.3264706465213699
TEST_00567,0.13896360507728156
TEST_00568,0.28006926003288446
TEST_00569,0.20877849076124622
TEST_00570,0.19411267189089643
TEST_00571,0.33823636097931203
TEST_00572,0.06218384892009862
TEST_00573,0.06692304122836167
TEST_00574,0.4514950257516376
TEST_00575,0.12160388432639968
TEST_00576,0.25163650544419486
TEST_00577,0.2520443697211945
TEST_00578,0.4611615011977587
TEST_00579,0.6085472837953166
TEST_00580,0.06203005834288746
TEST_00581,0.4542234446361314
TEST_00582,0.15243627759073314
TEST_00583,0.38655004463087683
TEST_00584,0.30225799736622666
TEST_00585,0.33875655213860884
TEST_00586,0.1360917635252978
TEST_00587,0.24290653187654568
TEST_00588,0.44901663986845425
TEST_00589,0.06216376923180963
TEST_00590,0.22393158754737416
TEST_00591,0.19449742383395024
TEST_00592,0.27112471652951836
TEST_00593,0.3424027902378395
TEST_00594,0.06267588604393134
TEST_00595,0.2534275821814508
TEST_00596,0.48833376128373435
TEST_00597,0.5700656801402259
TEST_00598,0.31829708654873573
TEST_00599,0.2867302844287158
TEST_00600,0.11652757741808424
TEST_00601,0.3612572850902382
TEST_00602,0.3826321406853513
TEST_00603,0.5127236187528327
TEST_00604,0.16504956403397172
TEST_00605,0.560582558867742
TEST_00606,0.0874432629379828
TEST_00607,0.3382364673917246
TEST_00608,0.18147190480541997
TEST_00609,0.6747337330525068
TEST_00610,0.06402315788198754
TEST_00611,0.27806404256363465
TEST_00612,0.34797056246059266
TEST_00613,0.4058143271277579
TEST_00614,0.5977987479716469
TEST_00615,0.5483845996789897
TEST_00616,0.4421300275795282
TEST_00617,0.24251061909978908
TEST_00618,0.16383392759092205
TEST_00619,0.1714084072437024
TEST_00620,0.21341118348915833
TEST_00621,0.1453567936688965
TEST_00622,0.5074756685518494
TEST_00623,0.5975300451290055
TEST_00624,0.5521103846845193
TEST_00625,0.5379779145478873
TEST_00626,0.31887490627686277
TEST_00627,0.3059690032576987
TEST_00628,0.6177861202441244
TEST_00629,0.12767264562326575
TEST_00630,0.2895806765302755
TEST_00631,0.1310948367552535
TEST_00632,0.6481568804225668
TEST_00633,0.476067253732417
TEST_00634,0.6173634173209491
TEST_00635,0.6229509737223504
TEST_00636,0.2204697519932532
TEST_00637,0.7448525262644683
TEST_00638,0.06713914916038581
TEST_00639,0.618907339483154
TEST_00640,0.0630879321087651
TEST_00641,0.06204263355890995
TEST_00642,0.6684236009573055
TEST_00643,0.30442822234135974
TEST_00644,0.15704266762255145
TEST_00645,0.14705457700598648
TEST_00646,0.062345445256126425
TEST_00647,0.0988600726895689
TEST_00648,0.5698811941404933
TEST_00649,0.4796524139423184
TEST_00650,0.13307107875333865
TEST_00651,0.39873889127764717
TEST_00652,0.6263190648521596
TEST_00653,0.267975457477047
TEST_00654,0.06247422398872204
TEST_00655,0.6205067128191342
TEST_00656,0.40781301080525484
TEST_00657,0.0628681807190708
TEST_00658,0.12315278732062326
TEST_00659,0.22503465855461774
TEST_00660,0.06192588840269037
TEST_00661,0.6187999513046372
TEST_00662,0.15523094086506217
TEST_00663,0.06263104910097184
TEST_00664,0.38707902523247545
TEST_00665,0.062017260900176015
TEST_00666,0.23145601235400842
TEST_00667,0.06200462819400112
TEST_00668,0.22370623884305588
TEST_00669,0.29769037816811533
TEST_00670,0.1215488608683627
TEST_00671,0.4895075778741196
TEST_00672,0.45750270594733883
TEST_00673,0.06176505931462034
TEST_00674,0.24739223484443143
TEST_00675,0.18211108527597045
TEST_00676,0.4444644875191719
TEST_00677,0.18325955769505237
TEST_00678,0.1954382246972917
TEST_00679,0.5224569226045853
TEST_00680,0.21990168718314548
TEST_00681,0.06222744130054954
TEST_00682,0.06225748871787791
TEST_00683,0.12430936523203917
TEST_00684,0.43975176767517576
TEST_00685,0.16885647477864116
TEST_00686,0.5823723722822537
TEST_00687,0.0971925870578468
TEST_00688,0.3245274554398318
TEST_00689,0.45153732065632673
TEST_00690,0.44032733384299866
TEST_00691,0.5134737299939958
TEST_00692,0.08095675983746095
TEST_00693,0.21587038922680357
TEST_00694,0.11980801958050488
TEST_00695,0.2950924907425364
TEST_00696,0.09657489240379852
TEST_00697,0.3845622656778236
TEST_00698,0.6428581687925153
TEST_00699,0.06275866218135491
TEST_00700,0.2495987633260094
TEST_00701,0.2906860255924824
TEST_00702,0.17971365965382244
TEST_00703,0.25411816099234874
TEST_00704,0.47973305588177356
TEST_00705,0.5545007136090593
TEST_00706,0.21109720145932329
TEST_00707,0.06794649068675808
TEST_00708,0.06200000849761752
TEST_00709,0.38357032467452745
TEST_00710,0.5692323057922926
TEST_00711,0.24674204020572976
TEST_00712,0.29956111123653895
TEST_00713,0.13592066463287128
TEST_00714,0.5555716406978838
TEST_00715,0.06359958846780976
TEST_00716,0.2887888078884031
TEST_00717,0.33314776451990213
TEST_00718,0.10200338650297189
TEST_00719,0.42592835440889537
TEST_00720,0.2761729059758729
TEST_00721,0.4995722255695358
TEST_00722,0.06411661612330173
TEST_00723,0.47576053595827894
TEST_00724,0.06670238629285359
TEST_00725,0.06621520675518727
TEST_00726,0.556049724359242
TEST_00727,0.3966759501867416
TEST_00728,0.2033928125627181
TEST_00729,0.3299421101410121
TEST_00730,0.22018884520437826
TEST_00731,0.06276612579180363
TEST_00732,0.5687828534657389
TEST_00733,0.2678633376472387
TEST_00734,0.134286864684321
TEST_00735,0.6079644401719229
TEST_00736,0.30202504780089107
TEST_00737,0.15005103440270914
TEST_00738,0.32195720929326604
TEST_00739,0.10121511587866365
TEST_00740,0.19915777539787577
TEST_00741,0.23258909539305322
TEST_00742,0.17871320493623286
TEST_00743,0.6658024092912486
TEST_00744,0.42218341185636926
TEST_00745,0.5890339415291558
TEST_00746,0.06190025855237025
TEST_00747,0.45947555006066815
TEST_00748,0.2991471851741022
TEST_00749,0.06186856066422284
TEST_00750,0.536521892165716
TEST_00751,0.06749824025586776
TEST_00752,0.1120246665280782
TEST_00753,0.3384249842595897
TEST_00754,0.2983431803856858
TEST_00755,0.07080002488090242
TEST_00756,0.38978600806377184
TEST_00757,0.31658865873070946
TEST_00758,0.6387743000222494
TEST_00759,0.5516771687683236
TEST_00760,0.07542414677557263
TEST_00761,0.2471990927916312
TEST_00762,0.5320253134621677
TEST_00763,0.11092238654646018
TEST_00764,0.17081208777103352
TEST_00765,0.25983269195236025
TEST_00766,0.3159951498605157
TEST_00767,0.238838792122762
TEST_00768,0.46241888734462877
TEST_00769,0.08991236759695108
TEST_00770,0.2234175325347774
TEST_00771,0.26705671669706943
TEST_00772,0.09870607609866285
TEST_00773,0.16547268125356024
TEST_00774,0.4848923076211405
TEST_00775,0.44477739372316244
TEST_00776,0.5338077216896255
TEST_00777,0.48053535547868487
TEST_00778,0.2925156216275395
TEST_00779,0.15914059084024748
TEST_00780,0.42577532457826195
TEST_00781,0.3295291972702915
TEST_00782,0.19203927702637016
TEST_00783,0.4780605996180409
TEST_00784,0.4788565976499493
TEST_00785,0.5098921500796567
TEST_00786,0.4770517676475568
TEST_00787,0.6886328362082434
TEST_00788,0.06191980338048223
TEST_00789,0.6808922826569467
TEST_00790,0.1369131688371214
TEST_00791,0.7088281406000068
TEST_00792,0.4805675166296651
TEST_00793,0.5865545553267523
TEST_00794,0.16001585600659635
TEST_00795,0.2462872516218075
TEST_00796,0.6643203418761724
TEST_00797,0.30318695716548033
TEST_00798,0.1734419025747981
TEST_00799,0.43177476311650825
TEST_00800,0.3793058446302754
TEST_00801,0.17671988882023326
TEST_00802,0.279609150338048
TEST_00803,0.4724272744429729
TEST_00804,0.24508979976559733
TEST_00805,0.24752336689965646
TEST_00806,0.062133583061604554
TEST_00807,0.062092429788099604
TEST_00808,0.641018914210543
TEST_00809,0.28327699608288254
TEST_00810,0.061837045083339696
TEST_00811,0.4037480479078384
TEST_00812,0.5333952221922645
TEST_00813,0.5735706131590204
TEST_00814,0.20686465406717086
TEST_00815,0.12047183486736235
TEST_00816,0.4623595004389511
TEST_00817,0.19267754796927122
TEST_00818,0.2589147364192656
TEST_00819,0.5127131402108056
TEST_00820,0.5320626641885648
TEST_00821,0.14288034767103008
TEST_00822,0.62366656077066
TEST_00823,0.3008711658680989
TEST_00824,0.5381433987750218
TEST_00825,0.650640836686212
TEST_00826,0.3498631253632194
TEST_00827,0.062258266469143245
TEST_00828,0.5803161313003643
TEST_00829,0.23891034774452988
TEST_00830,0.3870050535159165
TEST_00831,0.3455621149415331
TEST_00832,0.159283436601062
TEST_00833,0.06382430164501883
TEST_00834,0.39022297899352176
TEST_00835,0.23770351412678487
TEST_00836,0.2775590450812626
TEST_00837,0.36176315265228143
TEST_00838,0.44941971011614307
TEST_00839,0.3735260497052539
TEST_00840,0.06198218318739048
TEST_00841,0.5519346084155218
TEST_00842,0.441608437507119
TEST_00843,0.5201109174745403
TEST_00844,0.46518127158774447
TEST_00845,0.365252270906468
TEST_00846,0.4037554501812182
TEST_00847,0.06179486496701913
TEST_00848,0.21384045930401357
TEST_00849,0.5109835200230304
TEST_00850,0.4107757556814436
TEST_00851,0.3039119514853748
TEST_00852,0.11229882249347373
TEST_00853,0.3143584992762991
TEST_00854,0.5061477396336319
TEST_00855,0.2528139990624103
TEST_00856,0.609625400884535
TEST_00857,0.45674585748604063
TEST_00858,0.06217598707490158
TEST_00859,0.39646938001172566
TEST_00860,0.5916774255835743
TEST_00861,0.4541011902837563
TEST_00862,0.4376003104637607
TEST_00863,0.4511490924418183
TEST_00864,0.34236145033323306
TEST_00865,0.06278809946034589
TEST_00866,0.14521596515393048
TEST_00867,0.5965989779482324
TEST_00868,0.6665431126454112
TEST_00869,0.23590928790301158
TEST_00870,0.5641783990743723
TEST_00871,0.18962596033808982
TEST_00872,0.06184499050825319
TEST_00873,0.6750229526329391
TEST_00874,0.33964622802680716
TEST_00875,0.4538104382009171
TEST_00876,0.3350382076764774
